Activist,Investor ID,Investor Type,Investor Sub Type,Activist HQ,Focused,Activist Founded,Company,PID,Symbol,Date Invested,Demand Date,Demand Year,Current Holding (%),Demand Group,Demand,Response Date,Response,Seats Proposed (Gain Board Representation Only),Seats Gained (Gain Board Representation Only),Seats Gained Method  (Gain Board Representation Only),Outcome,Company HQ,Company Region,Exchange,Sector,Industry,Mkt Cap ($mn),Mkt Cap Category,Status,Exit Date,Exit Type,Price Per Share,Purchase Value (Mn),Currency,Buyer
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Gilead Sciences Inc.,56,GILD,22-Mar-10,27-Mar-15,2015,,Governance,Board Independence,6-May-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Healthcare,Biotechnology,"90,115",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Alaska Air Group Inc.,1000,ALK,14-Mar-03,27-Mar-15,2015,0,Governance,Board Independence,7-May-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Airlines,"6,525",Mid-Cap,Current,,,,,,
Kansas City Firefighters' Pension System,7664,Pension Fund,Private,US,Engagement,,CBL & Associates Properties Inc.,1176,CBLAQ,,27-Mar-15,2015,,Governance,Amend Company Policy,4-May-15,AGM,,,N/A,Activist's Objectives Successful,US,North America,OTC Markets,Real Estate,REIT - Retail,3,Nano-Cap,Current,,,,,,
Kenneth Steiner,5802,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Nasdaq Inc,869,NDAQ,,27-Mar-15,2015,,Governance,Amend Company Policy,6-May-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Financial Services,Financial Exchanges,"33,819",Large-Cap,Current,,,,,,
Lemmon Foundation,10497,Rights/ Cause/ ESG,Other Rights/ Cause,US,Engagement,,ConocoPhillips,69,COP,,27-Mar-15,2015,,Social,Political Activities,12-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"93,223",Large-Cap,Current,,,,,,
Mercy Investment Services,1461,Rights/ Cause/ ESG,Religious,US,Engagement,2010,Danaher Corporation,140,DHR,,27-Mar-15,2015,,Social,Political Activities,7-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Diversified Industrials,"224,320",Large-Cap,Current,,,,,,
Miller/Howard Investments Inc.,1109,Fund Manager,,US,Engagement,1984,Kinder Morgan Inc.,172,KMI,,27-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,7-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Midstream,"35,508",Large-Cap,Current,,,,,,
Missionary Oblates of Mary Immaculate,10656,Rights/ Cause/ ESG,Religious,Ireland,Engagement,1846,ConocoPhillips,69,COP,,27-Mar-15,2015,,Social,Political Activities,12-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"93,223",Large-Cap,Current,,,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,Avon Products Inc.,600,AVP,,27-Mar-15,2015,,Governance,Amend Company Policy,6-May-15,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Consumer Defensive,Household & Personal Products,"1,952",Small-Cap,Exited,3-Jan-20,Purchased by Private Company,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,Charles Schwab Corp/The,243,SCHW,28-Mar-14,27-Mar-15,2015,,Social,Diversity and Equality,13-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Capital Markets,"157,279",Large-Cap,Current,,,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,Charles Schwab Corp/The,243,SCHW,28-Mar-14,27-Mar-15,2015,,Social,Political Activities,13-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Capital Markets,"157,279",Large-Cap,Current,,,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,ConocoPhillips,69,COP,27-Mar-15,27-Mar-15,2015,,Governance,Amend Company Policy,12-May-15,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Energy,Oil & Gas E&P,"93,223",Large-Cap,Current,,,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,Noble Energy Inc.,274,NBL,27-Mar-15,27-Mar-15,2015,,Governance,Amend Company Policy,28-Apr-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Energy,Oil & Gas E&P,"4,299",Mid-Cap,Exited,5-Oct-20,Purchased by Listed Company,,,,Chevron
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,Murphy Oil Corporation,521,MUR,,27-Mar-15,2015,,Governance,Amend Company Policy,13-May-15,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Energy,Oil & Gas E&P,"3,962",Mid-Cap,Current,,,,,,
NorthStar Asset Management,4557,Fund Manager,,US,Engagement,1990,CVS Health Corp,88,CVS,,27-Mar-15,2015,,Social,Political Activities,7-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Medical Care,"133,049",Large-Cap,Current,,,,,,
Office of the New York State Comptroller,786,Government/ National,,US,Engagement,,Kinder Morgan Inc.,172,KMI,,27-Mar-15,2015,,Environmental,Sustainability,7-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Midstream,"35,508",Large-Cap,Current,,,,,,
Presbyterian Church (USA) Investment and Loan Programme Inc,5036,Rights/ Cause/ ESG,Religious,US,Engagement,,Noble Energy Inc.,274,NBL,,27-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,28-Apr-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Energy,Oil & Gas E&P,"4,299",Mid-Cap,Exited,5-Oct-20,Purchased by Listed Company,,,,Chevron
Shan Crockett,10277,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,Gilead Sciences Inc.,56,GILD,,27-Mar-15,2015,,Environmental,Sustainability,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Healthcare,Biotechnology,"90,115",Large-Cap,Current,,,,,,
Sierra Club Foundation,10561,Rights/ Cause/ ESG,Other Rights/ Cause,US,Engagement,,Gilead Sciences Inc.,56,GILD,,27-Mar-15,2015,,Environmental,Sustainability,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Healthcare,Biotechnology,"90,115",Large-Cap,Current,,,,,,
Sisters of Notre Dame de Namur-Boston,10031,Rights/ Cause/ ESG,Religious,US,Engagement,,ConocoPhillips,69,COP,,27-Mar-15,2015,,Social,Political Activities,12-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"93,223",Large-Cap,Current,,,,,,
Trillium Asset Management Corp.,587,Fund Manager,,US,Partial Focus,1982,Gilead Sciences Inc.,56,GILD,15-Mar-15,27-Mar-15,2015,0.02,Environmental,Sustainability,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Healthcare,Biotechnology,"90,115",Large-Cap,Current,,,,,,
Trinity Health,6056,Rights/ Cause/ ESG,Religious,US,Engagement,2000,Danaher Corporation,140,DHR,,27-Mar-15,2015,,Social,Political Activities,7-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Diversified Industrials,"224,320",Large-Cap,Current,,,,,,
Trust R U/A,10587,Concerned Shareholder(s),Private Investment Vehicle/Company,US,Concerned Shareholder,,Kinder Morgan Inc.,172,KMI,,27-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,7-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Midstream,"35,508",Large-Cap,Current,,,,,,
UAW Retiree Medical Benefits Trust,1630,Pension Fund,Public,US,Engagement,2010,Gilead Sciences Inc.,56,GILD,27-Mar-15,27-Mar-15,2015,0.04,Social,Health,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Healthcare,Biotechnology,"90,115",Large-Cap,Current,,,,,,
Unitarian Universalist Association of Congregations,10508,Rights/ Cause/ ESG,Religious,US,Engagement,,ConocoPhillips,69,COP,,27-Mar-15,2015,,Social,Political Activities,12-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"93,223",Large-Cap,Current,,,,,,
UNITE HERE,5827,Labour union,,US,Engagement,1995,RLJ Lodging Trust,1263,RLJ,,27-Mar-15,2015,,Governance,Amend Company Policy,1-May-15,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Real Estate,REIT - Hotel & Motel,"2,297",Mid-Cap,Current,,,,,,
Walden Asset Management,1224,Fund Manager,,US,Engagement,1974,ConocoPhillips,69,COP,,27-Mar-15,2015,,Social,Political Activities,12-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"93,223",Large-Cap,Current,,,,,,
"Waterglass, LLC.",10266,Investment Firm,Other Asset Management,US,Occasional,,Kinder Morgan Inc.,172,KMI,,27-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,7-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Midstream,"35,508",Large-Cap,Current,,,,,,
William Steiner,5798,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Archer-Daniels-Midland Company,268,ADM,,27-Mar-15,2015,,Governance,Board Independence,7-May-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Defensive,Farm Products,"36,269",Large-Cap,Current,,,,,,
AFL-CIO,14,Labour union,,US,Engagement,1955,Philip Morris International Inc,29,PM,,26-Mar-15,2015,,Social,Political Activities,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Defensive,Tobacco,"144,847",Large-Cap,Current,,,,,,
"AFSCME (American Federation of State, County and Municipal Employees)",689,Labour union,,US,Engagement,1932,Bank of America Corporation,28,BAC,,26-Mar-15,2015,,Social,Political Activities,6-May-15,N/A,,,N/A,Activist Withdrew Demands,US,North America,NYSE,Financial Services,Banks - Global,"361,655",Large-Cap,Exited,7-Nov-18,Managed Wind-down,,,,
Arjuna Capital,7466,Investment Firm,"Hedge Fund,Private Equity/ Venture Capital",US,Partial Focus,1974,Targa Resources Corp,1235,TRGP,15-May-12,26-Mar-15,2015,0,Environmental,Climate Change & GHG Emissions,18-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Midstream,"11,575",Large-Cap,Current,,,,,,
As You Sow,1625,Rights/ Cause/ ESG,ESG,US,Engagement,1992,Great Plains Energy Inc,1168,GXP,,26-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,5-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Regulated Electric,"7,063",Mid-Cap,Exited,4-Jun-18,Purchased by Listed Company,,,,Evergy Inc 
Baldwin Brothers Inc,9568,Investment Firm,Other Asset Management,US,Partial Focus,,Targa Resources Corp,1235,TRGP,15-May-12,26-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,18-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Midstream,"11,575",Large-Cap,Current,,,,,,
City of Philadelphia Board of Pensions and Retirement,773,Pension Fund,Private,US,Engagement,1915,Nucor Corporation,400,NUE,,26-Mar-15,2015,,Social,Political Activities,14-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Basic Materials,Steel,"32,158",Large-Cap,Current,,,,,,
Clinton Group,1705,Investment Firm,Hedge Fund,US,Partial Focus,1991,"GlassBridge Enterprises, Inc.",4003,GLAE,16-Dec-14,26-Mar-15,2015,30.2,Governance,Amend Company Policy,20-May-15,N/A,,,N/A,Activist's Objectives Successful,US,North America,OTC QB,Technology,Data Storage,18,Nano-Cap,Current,,,,,,
Connecticut Retirement Plans and Trust Funds,670,Pension Fund,Private,US,Engagement,1987,Duke Energy Corporation,142,DUK,,26-Mar-15,2015,,Governance,Amend Company Policy,7-May-15,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Utilities,Utilities - Diversified,"79,258",Large-Cap,Current,,,,,,
Domini Impact Investments LLC,158,Investment Firm,Other Asset Management,US,Primary Focus,1991,Chipotle Mexican Grill Inc.,485,CMG,27-Mar-14,26-Mar-15,2015,,Environmental,Sustainability,13-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Cyclical,Restaurants,"48,502",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Dover Corporation,412,DOV,,26-Mar-15,2015,,Governance,Amend Company Policy,7-May-15,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Industrials,Diversified Industrials,"24,669",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Sempra Energy,309,SRE,26-Mar-15,26-Mar-15,2015,,Governance,Board Independence,13-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"41,038",Large-Cap,Current,,,,,,
Mercy Investment Services,1461,Rights/ Cause/ ESG,Religious,US,Engagement,2010,HollyFrontier Corporation,654,HFC,,26-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,13-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Refining & Marketing,"5,258",Mid-Cap,Current,,,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,Duke Energy Corporation,142,DUK,14-Apr-14,26-Mar-15,2015,,Governance,Amend Company Policy,7-May-15,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Utilities,Utilities - Diversified,"79,258",Large-Cap,Current,,,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,Chipotle Mexican Grill Inc.,485,CMG,26-Mar-15,26-Mar-15,2015,,Governance,Amend Company Policy,13-May-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Cyclical,Restaurants,"48,502",Large-Cap,Current,,,,,,
Office of the New York State Comptroller,786,Government/ National,,US,Engagement,,Waste Management Inc.,324,WM,,26-Mar-15,2015,,Social,Political Activities,12-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Industrials,Waste Management,"66,943",Large-Cap,Current,,,,,,
Province of St. Joseph of the Capuchin Order,7456,Rights/ Cause/ ESG,Religious,US,Engagement,,Philip Morris International Inc,29,PM,,26-Mar-15,2015,,Social,Human Capital,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Defensive,Tobacco,"144,847",Large-Cap,Current,,,,,,
Sisters of the Holy Names of Jesus and Mary,10548,Rights/ Cause/ ESG,Religious,Canada,Engagement,1843,Bank of America Corporation,28,BAC,,26-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Banks - Global,"361,655",Large-Cap,Exited,7-Nov-18,Managed Wind-down,,,,
The Nathan Cummings Foundation,4543,Rights/ Cause/ ESG,ESG,US,Engagement,1949,Duke Energy Corporation,142,DUK,,26-Mar-15,2015,,Social,Political Activities,7-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Diversified,"79,258",Large-Cap,Current,,,,,,
UAW Retiree Medical Benefits Trust,1630,Pension Fund,Public,US,Engagement,2010,Chipotle Mexican Grill Inc.,485,CMG,,26-Mar-15,2015,,Governance,Amend Company Policy,13-May-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Consumer Cyclical,Restaurants,"48,502",Large-Cap,Current,,,,,,
William Steiner,5798,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Bank of America Corporation,28,BAC,,26-Mar-15,2015,,Governance,Amend Company Policy,6-May-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Financial Services,Banks - Global,"361,655",Large-Cap,Current,,,,,,
As You Sow,1625,Rights/ Cause/ ESG,ESG,US,Engagement,1992,CNX Resources Corp,668,CNX,,25-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"2,925",Mid-Cap,Current,,,,,,
Central Laborers' Pension Fund,6235,Labour union,,US,Engagement,1965,CNX Resources Corp,668,CNX,25-Mar-15,25-Mar-15,2015,,Governance,Board Independence,6-May-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"2,925",Mid-Cap,Current,,,,,,
"Green Century Capital Management, Inc.",228,Fund Manager,,US,Engagement,1991,PepsiCo Inc.,37,PEP,,25-Mar-15,2015,,Environmental,Waste & Pollution,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Beverages - Soft Drinks,"233,558",Large-Cap,Current,,,,,,
"Harrington Investments, Inc.",4926,Investment Firm,Other Asset Management,US,Occasional,1982,"Essential Utilities, Inc.",1011,WTRG,,25-Mar-15,2015,,Social,Human Rights,8-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Regulated Water,"13,135",Large-Cap,Current,,,,,,
"Harrington Investments, Inc.",4926,Investment Firm,Other Asset Management,US,Occasional,1982,PepsiCo Inc.,37,PEP,,25-Mar-15,2015,,Environmental,Sustainability,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Beverages - Soft Drinks,"233,558",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,PG&E Corp,353,PCG,,25-Mar-15,2015,,Governance,Board Independence,4-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Regulated Electric,"38,687",Large-Cap,Current,,,,,,
Kenneth Steiner,5802,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,Baxter International Inc.,168,BAX,21-Mar-14,25-Mar-15,2015,0,Governance,Board Independence,5-May-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Healthcare,Medical Instruments & Supplies,"41,993",Large-Cap,Current,,,,,,
Kenneth Steiner,5802,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,PepsiCo Inc.,37,PEP,21-Mar-14,25-Mar-15,2015,0,Governance,Amend Company Policy,6-May-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Beverages - Soft Drinks,"233,558",Large-Cap,Current,,,,,,
Mercy Investment Services,1461,Rights/ Cause/ ESG,Religious,US,Engagement,2010,Phillips 66,187,PSX,,25-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Refining & Marketing,"31,605",Large-Cap,Current,,,,,,
Myra Young,7087,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,"NextEra Energy, Inc.",194,NEE,,25-Mar-15,2015,0,Governance,Amend Company Policy,21-May-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Regulated Electric,"177,475",Large-Cap,Current,,,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,CNX Resources Corp,668,CNX,28-Mar-14,25-Mar-15,2015,,Governance,Amend Company Policy,6-May-15,AGM,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"2,925",Mid-Cap,Current,,,,,,
New York City Pension Funds,1496,Government/ National,,US,Engagement,1801,"NextEra Energy, Inc.",194,NEE,,25-Mar-15,2015,,Social,Political Activities,21-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Regulated Electric,"177,475",Large-Cap,Current,,,,,,
NorthStar Asset Management,4557,Fund Manager,,US,Engagement,1990,"Essential Utilities, Inc.",1011,WTRG,,25-Mar-15,2015,0,Social,Human Rights,8-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Regulated Water,"13,135",Large-Cap,Current,,,,,,
Northwest Women Religious Investment Trust,10063,Rights/ Cause/ ESG,Religious,US,Engagement,,Phillips 66,187,PSX,,25-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Refining & Marketing,"31,605",Large-Cap,Current,,,,,,
Office of the New York State Comptroller,786,Government/ National,,US,Engagement,,"NextEra Energy, Inc.",194,NEE,,25-Mar-15,2015,,Social,Political Activities,21-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Utilities,Utilities - Regulated Electric,"177,475",Large-Cap,Current,,,,,,
Presbyterian Church (USA) Investment and Loan Programme Inc,5036,Rights/ Cause/ ESG,Religious,US,Engagement,,Phillips 66,187,PSX,,25-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Refining & Marketing,"31,605",Large-Cap,Current,,,,,,
School Sisters of Notre Dame,10435,Rights/ Cause/ ESG,Religious,US,Engagement,1833,Phillips 66,187,PSX,,25-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Refining & Marketing,"31,605",Large-Cap,Current,,,,,,
Susan Meade,10241,Concerned Shareholder(s),Individual,US,Concerned Shareholder,,PepsiCo Inc.,37,PEP,,25-Mar-15,2015,,Environmental,Waste & Pollution,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Beverages - Soft Drinks,"233,558",Large-Cap,Current,,,,,,
The Sustainability Group,9086,Investment Firm,Other Asset Management,US,Primary Focus,,PepsiCo Inc.,37,PEP,25-Mar-15,25-Mar-15,2015,,Environmental,Waste & Pollution,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Beverages - Soft Drinks,"233,558",Large-Cap,Current,,,,,,
Trillium Asset Management Corp.,587,Fund Manager,,US,Partial Focus,1982,PepsiCo Inc.,37,PEP,15-Nov-04,25-Mar-15,2015,,Environmental,Waste & Pollution,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Beverages - Soft Drinks,"233,558",Large-Cap,Exited,15-Feb-21,Sold Shares,,,,
Trinity Health,6056,Rights/ Cause/ ESG,Religious,US,Engagement,2000,Phillips 66,187,PSX,,25-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Refining & Marketing,"31,605",Large-Cap,Current,,,,,,
UAW Retiree Medical Benefits Trust,1630,Pension Fund,Public,US,Engagement,2010,St Jude Medical Inc.,414,STJ,,25-Mar-15,2015,,Governance,Amend Company Policy,7-May-15,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Healthcare,Medical Devices,"22,280",Large-Cap,Exited,5-Jan-17,Purchased by Listed Company,87.5,,USD,Abbott Laboratories
UNITE HERE,5827,Labour union,,US,Engagement,1995,Service Properties Trust,1067,SVC,1-Mar-13,25-Mar-15,2015,,Governance,Amend Company Policy,1-Jun-15,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Real Estate,REIT - Hotel & Motel,"1,461",Small-Cap,Current,,,,,,
UNITE HERE,5827,Labour union,,US,Engagement,1995,DiamondRock Hospitality Company,1543,DRH,,25-Mar-15,2015,,Governance,Amend Company Policy,5-May-15,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Real Estate,REIT - Hotel & Motel,"1,961",Small-Cap,Current,,,,,,
Walden Asset Management,1224,Fund Manager,,US,Engagement,1974,Phillips 66,187,PSX,,25-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Refining & Marketing,"31,605",Large-Cap,Current,,,,,,
Wespath Investment Management,766,Rights/ Cause/ ESG,Religious,US,Engagement,,Phillips 66,187,PSX,,25-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas Refining & Marketing,"31,605",Large-Cap,Current,,,,,,
William B. Perkins Trust,10569,Concerned Shareholder(s),Private Investment Vehicle/Company,US,Concerned Shareholder,,PepsiCo Inc.,37,PEP,,25-Mar-15,2015,,Environmental,Waste & Pollution,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Consumer Defensive,Beverages - Soft Drinks,"233,558",Large-Cap,Current,,,,,,
Arjuna Capital,7466,Investment Firm,"Hedge Fund,Private Equity/ Venture Capital",US,Partial Focus,1974,Occidental Petroleum Corporation,85,OXY,15-Feb-06,24-Mar-15,2015,,Environmental,Climate Change & GHG Emissions,1-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"26,712",Large-Cap,Exited,15-Aug-19,Sold Shares,,,,
Benedictine Sisters of Mount St. Scholastica,9280,Rights/ Cause/ ESG,Religious,US,Engagement,1863,Occidental Petroleum Corporation,85,OXY,,24-Mar-15,2015,,Social,Political Activities,1-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"26,712",Large-Cap,Current,,,,,,
City of Philadelphia Board of Pensions and Retirement,773,Pension Fund,Private,US,Engagement,1915,Express Scripts Holding Company,134,ESRX,,24-Mar-15,2015,,Social,Political Activities,6-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NASDAQ,Healthcare,Health Care Plans,"53,161",Large-Cap,Exited,20-Dec-18,Purchased by Listed Company,,,,Cigna Corp
Connecticut Retirement Plans and Trust Funds,670,Pension Fund,Private,US,Engagement,1987,Occidental Petroleum Corporation,85,OXY,,24-Mar-15,2015,,Social,Political Activities,1-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"26,712",Large-Cap,Current,,,,,,
Convent Academy of the Incarnate Word,10089,Rights/ Cause/ ESG,Religious,US,Engagement,,Occidental Petroleum Corporation,85,OXY,,24-Mar-15,2015,,Social,Political Activities,1-May-15,N/A,,,N/A,Activist's Objectives Unsuccessful,US,North America,NYSE,Energy,Oil & Gas E&P,"26,712",Large-Cap,Current,,,,,,
John Chevedden,6000,Rights/ Cause/ ESG,Corporate Gadfly,US,Engagement,,L3 Technologies Inc,640,LLL,,24-Mar-15,2015,,Governance,Amend Company Policy,5-May-15,AGM,,,N/A,Activist's Objectives Successful,US,North America,NYSE,Industrials,Aerospace & Defense,"19,524",Large-Cap,Exited,29-Jun-19,Purchased by Private Company,,,USD,Harris Corporation
